id,category_name,image_url
1,aj,https://media.tenor.com/NFApLIz1DZcAAAAC/aj-holmes-wink.gif
2,aj,https://media.tenor.com/7fD_02zoywkAAAAC/aj-holmes-side-eye.gif

